question,answer_llm,answer_orig,document
Is there any paid option with regular Zoom office hours and extra support for this course?,"Yes. The optional paid support option is **AI Shipping Labs**, which includes **regular Zoom office hours** and **additional structure/support**. The main course content remains free.","There are no separate live sessions for every module by default. Module materials are pre-recorded and available in the course repo.

Live sessions are announced separately when they happen. If you are stuck, ask your question in Slack and follow the [asking questions guidelines](https://datatalks.club/docs/courses/zoomcamp-logistics/asking-questions/).

Optional extra support is available through [AI Shipping Labs](https://datatalks.club/docs/courses/llm-zoomcamp/ai-shipping-labs/), a paid community that includes regular Zoom office hours and additional structure. This is optional; the DataTalks.Club course content remains free.",d65e05bd7a
Can I count Bluesky posts toward my learning in public credits?,Yes. Bluesky posts can be used for learning in public credits.,Yes. Bluesky posts can be used for learning in public credits.,dbf5369006
Are Bluesky updates accepted for the public learning credit requirement?,Yes. Bluesky posts can be used for learning in public credits.,Yes. Bluesky posts can be used for learning in public credits.,dbf5369006
"If I post about the course on Bluesky, does that qualify for learning in public credit?",Yes. Bluesky posts can be used for learning in public credits.,Yes. Bluesky posts can be used for learning in public credits.,dbf5369006
Do Bluesky posts work as evidence for learning in public credits?,Yes. Bluesky posts can be used for learning in public credits.,Yes. Bluesky posts can be used for learning in public credits.,dbf5369006
Is Bluesky allowed when claiming learning in public credits for this course?,Yes. Bluesky posts can be used for learning in public credits for this course.,Yes. Bluesky posts can be used for learning in public credits.,dbf5369006
"Is there a Telegram channel for LLM Zoomcamp, and what is the link?","Yes — the Telegram channel for LLM Zoomcamp is:

https://t.me/llm_zoomcamp

Use it for announcements. For technical discussion and questions, use the course Slack channel.","The Telegram channel is [https://t.me/llm_zoomcamp](https://t.me/llm_zoomcamp).

Use it for announcements. For technical discussion and questions, use the course Slack channel.",054f3fd58f
Where can I get course announcements for LLM Zoomcamp?,Use the **LLM Zoomcamp Telegram channel** for announcements: https://t.me/llm_zoomcamp,"The Telegram channel is [https://t.me/llm_zoomcamp](https://t.me/llm_zoomcamp).

Use it for announcements. For technical discussion and questions, use the course Slack channel.",054f3fd58f
Should I ask technical questions in the Telegram group or somewhere else?,Use the **course Slack channel** for technical discussion and questions. The **Telegram channel is for announcements**.,"The Telegram channel is [https://t.me/llm_zoomcamp](https://t.me/llm_zoomcamp).

Use it for announcements. For technical discussion and questions, use the course Slack channel.",054f3fd58f
What’s the official Telegram channel for the course?,The official Telegram channel is: https://t.me/llm_zoomcamp,"The Telegram channel is [https://t.me/llm_zoomcamp](https://t.me/llm_zoomcamp).

Use it for announcements. For technical discussion and questions, use the course Slack channel.",054f3fd58f
Do I use Slack or Telegram for announcements and course discussion?,Use **Telegram for announcements** and **Slack for technical discussion and questions**.,"The Telegram channel is [https://t.me/llm_zoomcamp](https://t.me/llm_zoomcamp).

Use it for announcements. For technical discussion and questions, use the course Slack channel.",054f3fd58f
Why does my FAQ data count not match the number shown in the videos?,"The FAQ dataset is loaded from a live source, so it changes over time. New questions are added and old ones are deleted, which means the record count can differ from what’s shown in the videos. The videos were recorded in May 2026, so your current count may not match.","We load the data from the live FAQ dataset, which changes over time: new questions are added and old ones are deleted. The videos were recorded in May 2026, so by the time you run the code the count is different from what you see in the videos.",e2d595f23c
